"stripped_cell_line_name"	"CCLE_Name"	"Alias"	"COSMICID"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"primary_disease"	"Subtype"	"age"	"Sanger_Model_ID"	"depmap_public_comments"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"depmap_id"	"cdb.name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"EMT"	"NAPY"	"TNBC"
"HDMYZ"	"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	907050	"Male"	"DSMZ"	2	-3.0162003	"Adherent"	"RPMI + 10% heat inactivated FBS"	"21.6"	"CVCL_1273"	"pleural_effusion"	""	"Lymphoma"	"B-cell, Hodgkins"	29	"SIDM01063"	""	"lymphocyte"	"hodgkin_lymphoma"	""	""	"ACH-000190"	"HD-MY-Z"	"haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma"	"Lymph"	"Hodgkin's Lymphoma (HL)"	NA	NA	NA	NA	NA
"HEC1"	"HEC1_ENDOMETRIUM"	""	907051	"Female"	"JCRB"	2	-3.7651383	"Adherent"	"MEM + 10% FBS"	"3"	"CVCL_1274"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	71	"SIDM00596"	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-001517"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HEC1B"	"HEC1B_ENDOMETRIUM"	""	NA	"Female"	"ATCC"	2	-3.7065159	"Adherent"	"MEM + 10% FBS"	"35.5"	"CVCL_0294"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	71	"SIDM01241"	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000941"	"HEC-1-B"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HEC251"	"HEC251_ENDOMETRIUM"	""	NA	"Female"	"HSRRB"	2	-2.9511907	"Adherent"	"MEM + 0.15% FBS"	"17.4"	"CVCL_2927"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000996"	"HEC-251"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial"	NA	NA
"HEC265"	"HEC265_ENDOMETRIUM"	""	NA	"Female"	"HSRRB"	2	-3.5952085	"Adherent"	"MEM + 15% FBS"	"16.2"	"CVCL_2928"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000946"	"HEC-265"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial"	NA	NA
"HEC50B"	"HEC50B_ENDOMETRIUM"	""	NA	"Female"	"HSRRB"	2	-3.8872941	"Adherent"	"MEM + 15% FBS"	"12.6"	"CVCL_2929"	"ascites"	"Metastasis"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000831"	"HEC-50B"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Mesenchymal"	NA	NA
"HEC59"	"HEC59_ENDOMETRIUM"	""	NA	"Female"	"HSRRB"	2	-3.8919881	"Adherent"	"MEM + 15% FBS"	"33.5"	"CVCL_2930"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000994"	"HEC-59"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HEC6"	"HEC6_ENDOMETRIUM"	""	NA	"Female"	"HSRRB"	2	-2.9016777	"Adherent"	"MEM + 15% FBS"	"38.1"	"CVCL_2931"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000984"	"HEC-6"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HEL"	"HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	907053	"Male"	"DSMZ"	2	-3.079202	"Suspension"	"RPMI + 10% FBS"	"47.6"	"CVCL_0001"	"haematopoietic_and_lymphoid_tissue"	""	"Leukemia"	"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)"	30	"SIDM00594"	""	"blood"	"AML"	"M6"	""	"ACH-000004"	"HEL"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	NA	NA	NA
"HEL9217"	"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Male"	"ATCC"	2	-2.4044092	"Mixed adherent and suspension"	"RPMI + 10% FBS"	"13.4"	"CVCL_2481"	"bone_marrow"	""	"Leukemia"	"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)"	30	"SIDM00593"	""	"blood"	"AML"	"M6"	""	"ACH-000005"	"HEL 92.1.7"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	NA	NA	NA
"HEPG2"	"HEPG2_LIVER"	""	NA	"Male"	"ATCC"	2	-3.3048282	"Adherent"	"MEM + 10% FBS"	"15.9"	"CVCL_0027"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	15	"SIDM00904"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000739"	"Hep G2"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HEYA8"	"HEYA8_OVARY"	""	NA	"Female"	"Academic lab"	3	-3.5153038	"Adherent"	"RPMI + 10% FBS"	"7.1"	"CVCL_8878"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, low grade serous"	NA	"SIDM01215"	""	"ovary"	"ovary_adenocarcinoma"	"low_grade_serous"	""	"ACH-000542"	"Hey-A8"	"ovary: carcinoma"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	NA	NA	"Mesenchymal"	NA	NA
"HG3"	"HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Male"	"DSMZ"	2	-3.1859928	"Adherent"	"RPMI + 10% FBS + 1% L-glutamine + 1% HEPES"	"15.1"	""	"haematopoietic_and_lymphoid_tissue"	"Primary"	"Leukemia"	"B-cell, unspecified"	70	""	""	"blood"	"unspecified_leukemia"	"b_cell"	""	"ACH-001520"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HGC27"	"HGC27_STOMACH"	""	907055	"Unknown"	"ECACC"	2	-2.8299911	"Adherent"	"MEM + 10% FBS + 2mM L-glutamine + NEAA"	"40.9"	"CVCL_1279"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	NA	"SIDM00290"	""	"gastric"	"gastric_adenocarcinoma"	""	""	"ACH-000847"	"HGC-27"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"Mesenchymal"	NA	NA
"HKA1"	"HKA1_SKIN"	""	NA	"Female"	"JCRB"	1	-2.9259443	"Adherent"	"DMEM + 20% FBS"	"22.9"	"CVCL_2943"	"skin"	"Primary"	"Skin Cancer"	"Squamous Cell Carcinoma"	77	""	""	"skin"	"skin_squamous"	"keratoacanthoma"	""	"ACH-001521"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HKGZCC"	"HKGZCC_BILIARY_TRACT"	""	NA	"Male"	"Academic lab"	2	-6.0772143	"Adherent"	"RPMI + 10% FBS"	"4.9"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001852"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HLF"	"HLF_LIVER"	""	NA	"Male"	"HSRRB"	2	-3.8134288	"Adherent"	"MEM + 10% FBS"	"NO VALUES 8.16.16"	"CVCL_2947"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	69	"SIDM00065"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000393"	"HLF"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"HMC18"	"HMC18_BREAST"	""	NA	"Female"	"HSRRB"	2	-4.5268335	"Adherent"	"RPMI + 10% FBS"	"3.4"	"CVCL_2949"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	35	""	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-000721"	"HMC-1-8"	"breast: carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HMY1"	"HMY1_SKIN"	""	NA	"Male"	"JCRB"	2	-3.6996349	"Adherent"	"DMEM + 10% FBS"	"14.5"	"CVCL_2950"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma"	62	""	""	"skin"	"melanoma"	""	""	"ACH-001522"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HOP62"	"HOP62_LUNG"	""	905972	"Female"	"Academic lab"	3	-4.0195209	"Adherent"	"RPMI + 10% FBS"	"22.6"	"CVCL_1285"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00133"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000861"	"HOP62"	"Lung"	"Lung"	NA	NA	NA	NA	NA	NA
"HS294T"	"HS294T_SKIN"	"A101D, Hs 294.T"	NA	"Male"	"ATCC"	2	-3.4849865	"Adherent"	"DMEM + 10% FBS"	"15.1"	"CVCL_0331"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma"	56	"SIDM00800"	""	"skin"	"melanoma"	""	""	"ACH-000014"	"Hs 294T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HS578T"	"HS578T_BREAST"	""	905957	"Female"	"ATCC"	3	-4.5366536	"Adherent"	"DMEM + 10% FBS"	"29.1"	"CVCL_0332"	"breast"	"Primary"	"Breast Cancer"	"Carcinoma"	74	"SIDM00135"	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-000148"	"Hs 578T"	"breast: ductal_carcinoma"	"Breast"	"Breast Carcinoma (BRCA)"	"Breast Invasive Ductal Carcinoma (IDC)"	NA	"Mesenchymal"	NA	"Breast Triple Negative"
"HS683"	"HS683_CENTRAL_NERVOUS_SYSTEM"	""	1240150	"Male"	"ATCC"	2	-3.6649597	"Adherent"	"DMEM + 10% FBS"	"39.3"	"CVCL_0844"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Oligodendroglioma"	76	"SIDM00666"	""	"central_nervous_system"	"glioma"	"oligodendroglioma"	""	"ACH-000067"	"Hs 683"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"Mesenchymal"	NA	NA
"HS695T"	"HS695T_SKIN"	""	NA	"Male"	"ATCC"	2	-3.0635054	"Adherent"	"MEM + 10% FBS"	"37.8"	"CVCL_0851"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma, amelanotic"	26	""	""	"skin"	"melanoma"	"amelanotic"	""	"ACH-000799"	"Hs 695T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HS729"	"HS729_SOFT_TISSUE"	""	NA	"Male"	"ATCC"	2	-4.4264444	"Adherent"	"DMEM + 5% FBS"	"28"	"CVCL_0871"	"fibroblast"	"Primary"	"Fibroblast"	"Soft tissue"	74	""	""	"fibroblast"	"fibroblast_soft_tissue"	""	""	"ACH-000133"	"Hs 729"	"soft_tissue: rhabdomyosarcoma"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"Mesenchymal"	NA	NA
"HS746T"	"HS746T_STOMACH"	""	1240151	"Male"	"ATCC"	2	-3.6333967	"Adherent"	"DMEM + 10% FBS"	"17.6"	"CVCL_0333"	"soft_tissue"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	74	"SIDM00665"	""	"gastric"	"gastric_adenocarcinoma"	""	""	"ACH-000616"	"Hs 746T"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"Mesenchymal"	NA	NA
"HS766T"	"HS766T_PANCREAS"	""	1298141	"Male"	"ATCC"	2	-4.2746802	"Adherent"	"DMEM + 10% FBS"	"6.2"	"CVCL_0334"	"lymph_node"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	46	"SIDM00664"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000178"	"Hs 766T"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HS852T"	"HS852T_SKIN"	""	NA	"Male"	"ATCC"	2	-3.3297383	"Adherent"	"DMEM + 10% FBS"	"6.1"	"CVCL_0950"	"skin"	""	"Skin Cancer"	"Melanoma"	53	""	""	"skin"	"melanoma"	""	""	"ACH-000274"	"Hs 852.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HS936T"	"HS936T_SKIN"	""	NA	"Male"	"ATCC"	2	-3.6795241	"Adherent"	"DMEM + 10% FBS"	"15"	"CVCL_1033"	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"skin"	"melanoma"	""	""	"ACH-000801"	"Hs 936.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HS939T"	"HS939T_SKIN"	""	1298144	"Female"	"ATCC"	2	-2.3990962	"Adherent"	"DMEM + 10% FBS"	"38.1"	"CVCL_1036"	"skin"	""	"Skin Cancer"	"Melanoma"	24	"SIDM00663"	""	"skin"	"melanoma"	""	""	"ACH-000814"	"Hs 939.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HS944T"	"HS944T_SKIN"	""	NA	"Male"	"ATCC"	2	-4.8822548	"Adherent"	"DMEM + 10% FBS"	"11.3"	"CVCL_1040"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	51	"SIDM00063"	""	"skin"	"melanoma"	""	""	"ACH-000632"	"Hs 944.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HSB2"	"HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Unknown"	"Academic lab"	1	-1.6293676	"Suspension"	"RPMI + 10% FBS"	"32.9"	"CVCL_1859"	"haematopoietic_and_lymphoid_tissue"	""	"Leukemia"	"Acute Lymphoblastic Leukemia (ALL), T-cell"	11	""	""	"blood"	"ALL"	"t_cell"	""	"ACH-001737"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HSC1"	"HSC1_SKIN"	""	NA	"Male"	"JCRB"	2	-3.9612826	"Adherent"	"DMEM + 20% FBS"	"14.6"	"CVCL_2807"	"skin"	"Primary"	"Skin Cancer"	"Squamous Cell Carcinoma"	75	""	""	"skin"	"skin_squamous"	""	""	"ACH-001523"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HSC2"	"HSC2_UPPER_AERODIGESTIVE_TRACT"	""	753562	"Male"	"HSRRB"	2	-5.380784	"Adherent"	"MEM + 10% FBS"	"17.1"	"CVCL_1287"	"upper_aerodigestive_tract"	"Metastasis"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	69	"SIDM00590"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"ACH-000472"	"HSC-2"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"HSC3"	"HSC3_UPPER_AERODIGESTIVE_TRACT"	""	907061	"Male"	"HSRRB"	2	-2.8009229	"Adherent"	"MEM + 10% FBS"	"20.2"	"CVCL_1288"	"upper_aerodigestive_tract"	"Metastasis"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	64	"SIDM00589"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"ACH-000778"	"HSC-3"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HSC5"	"HSC5_SKIN"	""	NA	"Male"	"JCRB"	2	-3.8502823	"Adherent"	"IMDM + 10% FBS"	"10.8"	"CVCL_0314"	"skin"	"Primary"	"Skin Cancer"	"Squamous Cell Carcinoma"	75	""	""	"skin"	"skin_squamous"	""	""	"ACH-001524"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HT"	"HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	907063	"Male"	"ATCC"	2	-4.2935547	""	"RPMI + 10% FBS"	"37.6"	"CVCL_1290"	"ascites"	""	"Lymphoma"	"B-cell, Non-Hodgkins"	70	"SIDM00661"	""	"lymphocyte"	"non_hodgkin_lymphoma"	"b_cell"	""	"ACH-000914"	"HT"	"haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	NA	NA	NA	NA
"HT1080"	"HT1080_SOFT_TISSUE"	""	907064	"Male"	"ATCC"	2	-3.8719351	"Adherent"	"MEM + 10% FBS"	"14.1"	"CVCL_0317"	"soft_tissue"	"Metastasis"	"Sarcoma"	"Fibrosarcoma"	35	"SIDM00828"	""	"soft_tissue"	"fibrosarcoma"	""	""	"ACH-000054"	"HT-1080"	"soft_tissue: fibrosarcoma"	"Soft_Tissue"	"Fibrosarcoma (FIBS)"	NA	NA	"Mesenchymal"	NA	NA
"HT115"	"HT115_LARGE_INTESTINE"	""	907289	"Unknown"	"ECACC"	3	-3.6900007	"Adherent"	"DMEM + 15% FBS + 2mM Glutamax"	"29.8"	"CVCL_2520"	"Colon"	""	"Colon/Colorectal Cancer"	"Adenocarcinoma"	NA	"SIDM00534"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000986"	"HT115"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"Epithelial"	NA	NA
"HT1197"	"HT1197_URINARY_TRACT"	""	907065	"Male"	"ATCC"	2	-2.8682651	"Adherent"	"MEM + 10% FBS"	"28"	"CVCL_1291"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Carcinoma"	44	"SIDM00676"	""	"urinary_tract"	"bladder_carcinoma"	""	""	"ACH-000547"	"HT-1197"	"urinary_tract: carcinoma"	"Bladder_Urinary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"HT1376"	"HT1376_URINARY_TRACT"	""	907066	"Female"	"ATCC"	2	-2.6994581	"Adherent"	"MEM + 10% FBS"	"48.6"	"CVCL_1292"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Carcinoma"	58	"SIDM00678"	""	"urinary_tract"	"bladder_carcinoma"	""	""	"ACH-000724"	"HT-1376"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"Epithelial"	NA	NA
"HT144"	"HT144_SKIN"	""	907067	"Male"	"ATCC"	2	-3.2715604	"Adherent"	"McCoy's 5A + 10% FBS"	"50.5"	"CVCL_0318"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	29	"SIDM00695"	""	"skin"	"melanoma"	""	""	"ACH-000322"	"HT-144"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"Mesenchymal"	NA	NA
"HT29"	"HT29_LARGE_INTESTINE"	""	905939	"Female"	"ATCC"	2	-4.4477575	"Adherent"	"McCoy's 5A + 10% FBS"	"14.8"	"CVCL_0320"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	44	"SIDM00136"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000552"	"HT-29"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"HT3"	"HT3_CERVIX"	""	907068	"Female"	"ATCC"	1	-2.958587	"Adherent"	"McCoy's 5A + 10% FBS"	"5"	"CVCL_1293"	"lymph_node"	"Metastasis"	"Cervical Cancer"	"Carcinoma"	59	"SIDM00679"	""	"cervix"	"cervical_carcinoma"	""	""	"ACH-001525"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HT55"	"HT55_LARGE_INTESTINE"	""	907287	"Unknown"	"ECACC"	3	-2.8241352	"Adherent"	"MEM + 20% FBS + Glutamine + NEAA"	"30.6"	"CVCL_1294"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	NA	"SIDM00541"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000926"	"HT55"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"HUCCT1"	"HUCCT1_BILIARY_TRACT"	""	907069	"Male"	"HSRRB"	2	-3.6686186	"Adherent"	"RPMI + 10% FBS"	"8.6"	"CVCL_0324"	"ascites"	"Metastasis"	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	"SIDM00587"	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-000976"	"HuCCT1"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"HUH1"	"HUH1_LIVER"	""	1298146	"Male"	"HSRRB"	2	-5.5808877	"Adherent"	"DMEM + 10% FBS"	"3.9"	"CVCL_2956"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma, HBs-antigen carrier"	53	"SIDM00586"	""	"liver"	"hepatocellular_carcinoma"	"hbs_antigen_carrier"	""	"ACH-000475"	"huH-1"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HUH6"	"HUH6_LIVER"	""	NA	"Male"	"RIKEN"	2	-4.7537974	"Adherent"	"DMEM + 10% FBS"	"14.8"	"CVCL_4381"	"liver"	""	"Liver Cancer"	"Hepatoblastoma"	NA	"SIDM00062"	""	"liver"	"hepatoblastoma"	""	""	"ACH-000671"	"HuH-6"	"liver: hepatoblastoma"	"Liver"	"Hepatoblastoma (LIHB)"	NA	NA	"Epithelial"	NA	NA
"HUH7"	"HUH7_LIVER"	""	907071	"Male"	"HSRRB"	2	-3.8684644	"Adherent"	"DMEM + 10% FBS"	"47.9"	"CVCL_0336"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	57	"SIDM00585"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000480"	"HuH-7"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"HUNS1"	"HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Male"	"ATCC"	2	-3.2345294	"Suspension"	"RPMI + 15% FBS"	"29.8"	"CVCL_2526"	"haematopoietic_and_lymphoid_tissue"	""	"Myeloma"	"Multiple Myeloma"	NA	""	""	"plasma_cell"	"multiple_myeloma"	""	""	"ACH-000829"	"HuNS1"	"haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma"	"Blood"	"Multiple Myeloma (MM)"	NA	NA	NA	NA	NA
"HUO9"	"HUO9_BONE"	""	907072	"Female"	"JCRB"	2	-2.9291253	"Adherent"	"RPMI + 10% FBS"	"45.6"	"CVCL_1298"	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	13	"SIDM00599"	""	"bone"	"osteosarcoma"	""	""	"ACH-001526"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HUPT3"	"HUPT3_PANCREAS"	""	907285	"Male"	"DSMZ"	4	-4.5215433	"Adherent"	"MEM + 10% FBS"	"29.8"	"CVCL_1299"	"ascites"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	66	"SIDM00533"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000118"	"HUP-T3"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"Epithelial"	NA	NA
"ICC106"	"ICC106_BILIARY_TRACT"	""	NA	"Unknown"	"Academic lab"	2	-4.2627833	"Adherent"	"RPMI + 10% FBS"	"5.4"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001835"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ICC108"	"ICC108_BILIARY_TRACT"	""	NA	"Unknown"	"Academic lab"	2	-4.2095427	"Adherent"	"RPMI + 10% FBS"	"3.5"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001836"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ICC12"	"ICC12_BILIARY_TRACT"	""	NA	"Unknown"	"Academic lab"	2	-3.5739774	"Adherent"	"RPMI + 10% FBS"	"11.8"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001838"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ICC15"	"ICC15_BILIARY_TRACT"	""	NA	"Unknown"	"Academic lab"	2	-5.4615293	"Adherent"	"RPMI + 10% FBS"	"3"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"ACH-001841"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ICC2"	"ICC2_BILIARY_TRACT"	""	NA	"Unknown"	"Academic lab"	2	-1.8769804	"Adherent"	"RPMI + 10% FBS"	"30.9"	"CVCL_VV27"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001842"	NA	NA	NA	NA	NA	NA	NA	NA	NA
