,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
538,910545,QIMR-WIL,QIMR-WIL,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,QIMR-WIL,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
539,910546,PSN1,PSN1,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PSN1,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Mesenchymal,NA,NA,
540,910548,OAW-42,OAW-42,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,OAW-42,OTHER,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial-Mesenchymal,NA,NA,
541,910549,OE33,OE33,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,OE33,NA,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
542,910554,CW-2,CW-2,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,CW-2,NA,Bowel,NA,NA,NA,Epithelial,NA,NA,
543,910566,CMK,CMK,Y,Y,Y,N,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,CMK,NA,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
544,910567,CHP-126,CHP-126,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Suspension,CHP-126,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Epithelial-Mesenchymal,NA,NA,
545,910568,CGTH-W-1,CGTH-W-1,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,CGTH-W-1,THCA,Thyroid,Follicular Thyroid Cancer (THFO),NA,NA,Mesenchymal,NA,NA,
546,910569,COLO-320-HSR,COLO-320-HSR,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,COLO-320-HSR,NA,Bowel,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
547,910687,ATN-1,ATN-1,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,ATN-1,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
548,910688,CESS,CESS,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,CESS,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
549,910689,COLO-678,COLO-678,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Semi-Adherent,COLO-678,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
550,910691,COLO-684,COLO-684,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,R,Suspension,COLO-684,UCEC,Uterus,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
551,910692,COLO-668,COLO-668,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,COLO-668,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
552,910694,LN-405,LN-405,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,LN-405,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
553,910695,TGBC24TKB,TGBC24TKB,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent,TGBC24TKB,NA,Biliary_Tract,NA,NA,NA,Epithelial,NA,NA,
554,910697,A388,A388,Y,Y,Y,Y,Y,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,A388,NA,Other,Unknown (UNK),NA,NA,Epithelial,NA,NA,
555,910698,BFTC-909,BFTC-909,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,BFTC-909,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
556,910700,C2BBe1,C2BBe1,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,C2BBe1,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
557,910701,SCC-25,SCC-25,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SCC-25,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
558,910702,AsPC-1,AsPC-1,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,AsPC-1,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial-Mesenchymal,NA,NA,
559,910703,CA46,CA46,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,CA46,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
560,910704,AU565,AU565,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,AU565,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
561,910705,BALL-1,BALL-1,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,BALL-1,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
562,910706,BL-41,BL-41,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,BL-41,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
563,910710,BV-173,BV-173,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,BV-173,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
564,910779,IA-LM,IA-LM,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,IA-LM,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
565,910780,TGW,TGW,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,TGW,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
566,910781,AN3-CA,AN3-CA,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,AN3-CA,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Mesenchymal,NA,NA,
567,910784,A204,A204,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,A204,Rhabdoid Tumor,Other,Rhabdoid Cancer (MRT),NA,NA,Mesenchymal,NA,NA,
568,910849,NY,NY,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,NY,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
569,910850,C3A,C3A,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,C3A,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial,NA,NA,
570,910851,A427,A427,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,A427,CANNOT_CLASSIFY,Lung,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
571,910852,CAL-85-1,CAL-85-1,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,CAL-85-1,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,Breast Triple Negative,
572,910853,CHL-1,CHL-1,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,CHL-1,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
573,910861,RL,RL,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,RL,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
574,910899,NCI-H146,NCI-H146,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,NCI-H146,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
575,910900,NCI-H1651,NCI-H1651,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,NCI-H1651,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
576,910903,RPMI-7951,RPMI-7951,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,RPMI-7951,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
577,910904,SCC-4,SCC-4,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SCC-4,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
578,910905,SNU-C1,SNU-C1,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,SNU-C1,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
579,910906,ST486,ST486,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,ST486,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
580,910907,SW1990,SW1990,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,SW1990,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
581,910910,UACC-812,UACC-812,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,UACC-812,NA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
582,910911,SCC-15,SCC-15,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SCC-15,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
583,910915,CAPAN-2,Capan-2,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Capan-2,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
584,910916,CAL-27,CAL-27,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,CAL-27,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
585,910918,BC-3,BC-3,Y,Y,N,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,BC-3,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
586,910919,BC-1,BC-1,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,BC-1,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
587,910920,A704,A704,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,A704,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
588,910921,A101D,A101D,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,A101D,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
589,910922,769-P,769-P,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,769-P,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
590,910924,23132-87,23132-87,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSI-H,R,Adherent,23132-87,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
591,910925,A431,A431,Y,Y,Y,Y,Y,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,A431,OTHER,Other,NA,NA,NA,Epithelial,NA,NA,
592,910926,BFTC-905,BFTC-905,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,BFTC-905,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
593,910927,CAL-51,CAL-51,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,CAL-51,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial-Mesenchymal,NA,Breast Triple Negative,
594,910930,SCC-3,SCC-3,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,SCC-3,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
595,910931,RERF-LC-MS,RERF-LC-MS,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,RERF-LC-MS,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
596,910932,GAK,GAK,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,GAK,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
597,910933,AM-38,AM-38,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Semi-Adherent,AM-38,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
598,910934,A4-Fuk,A4-Fuk,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,A4-Fuk,DLBC,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
599,910935,A3-KAW,A3-KAW,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,A3-KAW,DLBC,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Diffuse Large B-Cell Lymphoma (DLBCL),NA,NA,NA,
600,910936,DOK,DOK,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,DOK,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
601,910937,COR-L279,COR-L279,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,COR-L279,NA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial-Mesenchymal,NEUROD1,NA,
602,910941,CHP-134,CHP-134,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Suspension,CHP-134,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Epithelial-Mesenchymal,NA,NA,
603,910942,NEC8,NEC8,Y,Y,Y,Y,Y,urogenital_system,testis,,MSS/MSI-L,R,Adherent,NEC8,NA,Other,Unknown (UNK),NA,NA,Epithelial-Mesenchymal,NA,NA,
604,910943,CAS-1,CAS-1,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,CAS-1,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
605,910944,ALL-PO,ALL-PO,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,ALL-PO,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
606,910947,OCI-AML2,OCI-AML2,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,OCI-AML2,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
607,910948,MFM-223,MFM-223,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MFM-223,NA,Breast,NA,NA,NA,Epithelial,NA,Breast Triple Negative,
608,910951,CML-T1,CML-T1,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,D/F12,Suspension,CML-T1,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
609,910952,CAL-54,CAL-54,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,CAL-54,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
610,911905,EFO-21,EFO-21,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,EFO-21,OV,Ovary,Ovarian Epithelial Tumor (OVT),Serous Ovarian Cancer (SOC),NA,Epithelial-Mesenchymal,NA,NA,
611,917486,LS-1034,LS-1034,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,LS-1034,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
612,924100,22RV1,22RV1,Y,Y,Y,Y,Y,urogenital_system,prostate,PRAD,MSI-H,R,Adherent,22RV1,PRAD,Prostate,NA,NA,NA,Epithelial,NA,NA,
613,924102,8505C,8505C,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,8505C,THCA,Thyroid,Anaplastic Thyroid Cancer (THAP),NA,NA,Mesenchymal,NA,NA,
614,924104,B-CPAP,BCPAP,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,BCPAP,THCA,Thyroid,Papillary Thyroid Cancer (THPA),NA,NA,Mesenchymal,NA,NA,
615,924105,BPH-1,BPH-1,Y,Y,Y,Y,Y,urogenital_system,prostate,,MSS/MSI-L,R,Adherent,BPH-1,OTHER,Prostate,NA,NA,NA,Epithelial,NA,NA,
616,924106,CAL-148,CAL-148,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension,CAL-148,NA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
617,924107,CAL-39,CAL-39,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,CAL-39,CESC,Vulva,NA,NA,NA,Epithelial,NA,NA,
618,924108,CaR-1,CaR-1,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,CaR-1,NA,Bowel,NA,NA,NA,Epithelial,NA,NA,
619,924110,HDLM-2,HDLM-2,Y,Y,Y,Y,Y,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,HDLM-2,NA,Lymph,Hodgkin's Lymphoma (HL),NA,NA,NA,NA,NA,
620,924111,HO-1-N-1,HO-1-N-1,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,HO-1-N-1,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
621,924151,HTC-C3,HTC-C3,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,HTC-C3,THCA,Thyroid,NA,NA,NA,Epithelial,NA,NA,
622,924186,KGN,KGN,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,KGN,OTHER,Ovary,NA,NA,NA,Mesenchymal,NA,NA,
623,924187,KLE,KLE,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent,KLE,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial-Mesenchymal,NA,NA,
624,924188,KNS-81-FD,KNS-81-FD,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,KNS-81-FD,CANNOT_CLASSIFY,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
625,924189,KP-N-RT-BM-1,KP-N-RT-BM-1,Y,Y,N,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Semi-Adherent,KP-N-RT-BM-1,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,NA,NA,NA,
626,924238,K5,K5,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,K5,THCA,Thyroid,NA,NA,NA,Mesenchymal,NA,NA,
627,924239,L-363,L-363,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,L-363,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
628,924240,MDA-MB-415,MDA-MB-415,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-415,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
629,924241,NCI-H250,NCI-H250,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,NCI-H250,NA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
630,924244,NCI-H1975,NCI-H1975,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H1975,NA,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
631,924247,SW954,SW954,Y,Y,Y,Y,Y,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent,SW954,NA,Vulva,NA,NA,NA,Epithelial,NA,NA,
632,924248,TE-441-T,TE-441-T,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,TE-441-T,NA,Soft_Tissue,Rhabdomyosarcoma (RMS),NA,NA,Mesenchymal,NA,NA,
633,924250,MKN7,MKN7,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,MKN7,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
634,925338,MDA-MB-157,MDA-MB-157,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-157,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
635,925339,MMAc-SF,MMAC-SF,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,MMAC-SF,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
636,925340,MKN45,MKN45,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,MKN45,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
637,925341,NCI-H810,NCI-H810,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,NCI-H810,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
638,925343,MFH-ino,MFH-ino,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,MFH-ino,NA,Soft_Tissue,NA,NA,NA,Mesenchymal,NA,NA,
639,925345,NOS-1,NOS-1,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,NOS-1,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
640,925346,PANC-03-27,PANC-03-27,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PANC-03-27,NA,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
641,925347,PANC-08-13,PANC-08-13,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PANC-08-13,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
642,925348,PANC-10-05,PANC-10-05,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PANC-10-05,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
643,930082,RL95-2,RL95-2,Y,Y,Y,N,Y,urogenital_system,endometrium,,MSI-H,D/F12,Adherent,RL95-2,OTHER,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial,NA,NA,
644,930083,RO82-W-1,RO82-W-1,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,RO82-W-1,THCA,Thyroid,NA,NA,NA,Mesenchymal,NA,NA,
645,930297,SiHa,SiHa,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,SiHa,CESC,Cervix,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
646,930298,SKG-IIIa,SKG-IIIa,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,SKG-IIIa,CESC,Cervix,NA,NA,NA,Epithelial,NA,NA,
647,930299,TT,TT,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,TT,THCA,Thyroid,Medullary Thyroid Cancer (THME),NA,NA,Epithelial,NA,NA,
648,930301,VMRC-MELG,VMRC-MELG,Y,Y,N,N,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,VMRC-MELG,SKCM,Skin,Melanoma (MEL),NA,NA,NA,NA,NA,
649,946353,TE-9,TE-9,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,TE-9,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
