"nsc","name","pubchem_cid","pubchem_sid","cas"
619178,"Antineoplastic-619178","24202028","24202028",NA
619184,"",NA,"580861",NA
619187,"",NA,"580864",NA
619192,"5-Amino-2-glyceryl-1,2,4-thiadiazol-3-one","358985","358985",NA
619195,"4-N-[12-[(2-amino-6-chloropyrimidin-4-yl)amino]dodecyl]-6-chloropyrimidine-2,4-diamine","358988","358988",NA
619196,"4-N-[12-[(5-amino-6-chloropyrimidin-4-yl)amino]dodecyl]-6-chloropyrimidine-4,5-diamine","358989","358989",NA
619214,"dimethyl (1S)-6,7,8-trimethoxy-1-(3,4,5-trimethoxyphenyl)-1,2-dihydronaphthalene-2,3-dicarboxylate","359002","359002",NA
619216,"dimethyl (8S)-8-(1,3-benzodioxol-5-yl)-7,8-dihydrobenzo[f][1,3]benzodioxole-6,7-dicarboxylate","359004","359004",NA
619217,"methyl (8S)-5-hydroxy-8-(3,4,5-trimethoxyphenyl)-7,8-dihydrobenzo[f][1,3]benzodioxole-6-carboxylate","54676212","54676212",NA
619222,"Methyl 2-(1,3-benzodioxol-5-yl)-5-(3,4,5-trimethoxyphenyl)-2,3-dihydrofuran-4-carboxylate","359010","359010",NA
619223,"Methyl 5-(1,3-benzodioxol-5-yl)-2-(3,4,5-trimethoxyphenyl)-2,3-dihydrofuran-4-carboxylate","359011","359011",NA
619230,"20-amino-20-deoxy-20(rs)-camptothecin","496212","440812185",NA
619232,"9-glycinamido-20(rs)-camptothecin hydrochloride","368336","-1",NA
619296,"",NA,"489247",NA
619298,"",NA,"489249",NA
619301,"",NA,"489252",NA
619310,"",NA,"489255",NA
619311,"",NA,"489256",NA
619321,"",NA,"489266",NA
619324,"",NA,"489269",NA
619378,"1,3,5-triazin-4-one, 4,5-dihydro-2-amino- 5-.beta.-d-ara...","54608722","489271",NA
619390,"","5386998","489282",NA
619531,"2-Chloro-2',3'-dideoxyadenosine","359064","489311",NA
619533,"9-Methyl-1-(1-methyl-1H-pyrrol-2-yl)-9H-carbazole-3,4-dicarboxylic acid dimethyl ester","359066","359066",NA
619674,"5-(3-Phenyl-3-oxo-1-propynyl)pyrimidine-2,4(1H,3H)-dione","359098","359098",NA
619675,"SC-28992","359099","359099",NA
619677,"5-[3-(4-Methoxyphenyl)-3-oxo-1-propynyl]pyrimidine-2,4(1H,3H)-dione","359101","359101",NA
619688,"8-(4-Methoxyphenyl)-2,5,12,14-tetraoxatetracyclo[7.7.0.03,7.011,15]hexadeca-1(16),3(7),9,11(15)-tetraen-6-one","359106","359106",NA
619830,"2-Thioxo-5-benzyl-5-methylimidazolidine-4-one","3765805","3765805",NA
619837,"6-Bromo-3H-1,2,3-benzodithiazole-2-oxide","359157","359157",NA
619859,"1h-3-benzazepin-2-one, 2,3,4,5-tetrahydro-7,8-dimethoxy-...","359177","359177",NA
619860,"benzo[1,2-c:4,5-c']dipyrrole-1,3,5,7(2h,6h)-tetraimine","359178","359178",NA
619874,"2,4-Dimethoxy-3-phenylmethoxybenzamide","359192","359192",NA
619875,"5-Bromo-6-(2-methyl-1,3-dithian-2-yl)-1,3-benzodioxole","359193","359193",NA
619876,"5-[Bis(ethylsulfanyl)methyl]-6-bromo-1,3-benzodioxole","359194","359194",NA
619904,"3,5-Bis[4-(dimethylamino)benzylidene]piperidin-4-one","5387024","5387024",NA
619905,"4-(3,5-Dibenzylidene-4-oxopiperidin-1-yl)-4-oxobutanoic acid","5387025","5387025",NA
619906,"4-(3,5-Dibenzylidene-4-oxopiperidin-1-yl)-4-oxobutanoic acid methyl ester","5387026","5387026",NA
619913,"1-Methyl-5-phenyl-2,3-dithiophen-2-ylpyrrole","359203","359203",NA
619937,"ethyl (2E)-2-(1,4-dioxaspiro[4.4]nonan-9-ylidene)acetate","5387033","5387033",NA
619939,"Methyl 6-acetyloxy-1-oxo-2,3,3a,4,5,6-hexahydroindene-4-carboxylate","359230","359230",NA
619946,"N-(4-tert-butyl-1-ethenylcyclohexyl)benzamide","359237","359237",NA
619961,"primaquine diphosphate","359247","489497",NA
619972,"6-ethoxy-3,6-dihydro-2H-pyran","359256","359256",NA
619981,"[(5E,9E)-11-chloro-2-(hydroxymethyl)-6,10-dimethylundeca-1,5,9-trien-4-yl] acetate","5387049","5387049",NA
619990,"(Z)-3-iodo-6-(phenylmethoxymethoxy)hex-2-en-1-ol","5387054","5387054",NA
620050,"GNF-Pf-1921","84191","84191",NA
620055,"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone","359305","359305",NA
620056,"1h-benzocycloheptene-1,4,7-trione, 4,7-dihydro-","359306","359306",NA
620077,"HOWZFOFUOIGPRL-UHFFFAOYSA-N","359314","359314",NA
620107,"pentamidine isethionate","359323","-1","140647"
620109,"propanoic acid, 3-bromo-2-(bromomethyl)-, methyl ester","140895","140895",NA
620124,"SWNKZFSGGJUUGT-UHFFFAOYSA-N","359338","359338",NA
620129,"propanenitrile, 2-chloro-3-(phenylsulfonyl)-","121458","121458",NA
620256,"6h-pyrido[4,3-b]carbazolium, 9-hydroxy-2,5,11-trimethyl-...",NA,"6477738",NA
620257,"6h-pyrido[4,3-b]carbazolium, 2-[2-(diethylamino)ethyl]- ...",NA,"3005580",NA
620258,"9-succinamido-20(rs)-camptothecin, sodium salt",NA,"-1",NA
620277,"4-N,N-bis-2'-cyanoethylaminobenzylidene-4-fluoro aniline","359414","359414",NA
620278,"3-[N-(2-cyanoethyl)-4-[(4-methoxyphenyl)iminomethyl]anilino]propanenitrile","359415","359415",NA
620315,"6-nitro-1-phenyl-9H-pyrido[3,4-b]indole","359450","359450",NA
620317,"9H-Pyrido[3,4-b]indol-6-amine, 1-phenyl-","359452","359452",NA
620319,"9h-pyrido[3,4-b]indol-8-amine, n-(2,4-dinitrophenyl)- 1-...","3406978","3406978",NA
620322,"4,6-Bis(methylsulfanyl)-1-(oxiran-2-ylmethyl)pyrazolo[3,4-d]pyrimidine","359457","359457",NA
620323,"methyl (E)-2-acetyl-5-phenylhex-4-enoate","5387097","5387097",NA
620324,"methyl (E)-2-acetyl-5-(4-chlorophenyl)hex-4-enoate","5387098","5387098",NA
620325,"spiro[cyclohexane-1,9'-naphtho[1',2':4,5]furo[2,3-d][1,3...","359460","359460",NA
620326,"(E)-N-(oxiran-2-ylmethoxy)-3,4-dihydro-2H-naphthalen-1-imine","5932316","5932316",NA
620327,"carbonimidodithioic acid, [5-(4-nitrophenyl)-1,3,4- thia...","359462","359462",NA
620330,"7-(4-Chlorophenyl)-3,10-dimethyl-3,8,10-triazatricyclo[7.3.0.02,6]dodeca-1(9),2(6),7-triene","359465","359465",NA
620333,"2-(6-amino-9h-purin-9-yl)-5-((4-chlorobenzylthio)methyl)...","359468","359468",NA
620358,"methyl 13-hydroxy-15-oxo-kaurenoate","359473","359473",NA
620462,"NIOSH/BR9826000","359483","359483",NA
620465,"2-[(E)-[(2-hydroxy-3-methoxyphenyl)-[(E)-(2-hydroxy-3-methoxyphenyl)methylideneamino]methyl]iminomethyl]-6-methoxyphenol","135455640","135455640",NA
620480,"3-aza-a-homoandrost-4a-en-4-one, 17-[[[4-[bis(2-chloroet...","359499","489770",NA
620487,"3-[18-[3-(diethylamino)-3-oxopropyl]-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-22,23-dihydroporphyrin-2-yl]-N,N-diethylpropanamide","359506","359506",NA
620514,"1,4-naphthalenedione, 7-(benzoyloxy)-5-methoxy-","359531","359531",NA
620515,"1,4-naphthalenedione, 2-chloro-8-hydroxy-6-methoxy-7-met...","359532","359532",NA
620517,"naphtho[2,1-b]furan-6,9-dione, 7-chloro-1,2-dihydro- 5-h...","359534","359534",NA
620520,"1,4-Dioxaspiro[4.5]dec-7-ene-7-carboxaldehyde","359537","359537",NA
620569,"(5S)-5-[tert-butyl(dimethyl)silyl]oxy-6-methyl-3a,4,5,6,7,7a-hexahydro-3H-1-benzofuran-2-one","359577","359577",NA
620573,"Bestmann Ylide","359581","359581",NA
620580,"1'-phenylspiro[1,3-dioxolane-2,8'-5,5a,6,7,9,9a,10,10a-octahydro-1H-[1,3]oxazolo[3,4-b]isoquinoline]-3'-one","359586","359586",NA
620581,"(1'R,8'aS)-1'-phenylspiro[1,3-dioxolane-2,7'-5,6,8,8a-tetrahydro-1H-[1,3]oxazolo[3,4-a]pyridine]-3'-one","359587","359587",NA
620595,"bullatacinone","5459112","5459112",NA
620616,"tert-butyl N-[4-[1-benzyl-4-(2-diethoxyphosphorylacetyl)-3-hydroxy-5-oxo-2H-pyrrol-2-yl]butyl]carbamate","54676215","54676215",NA
620621,"sodium;tert-butyl N-[3-[4-(2-diethoxyphosphorylacetyl)-1-[(3,4-dimethoxyphenyl)methyl]-3-hydroxy-5-oxo-2H-pyrrol-2-yl]propyl]carbamate","54708176","54708176",NA
620635,".beta.-d-ribofuranosylamine, n-(8-methoxypyrimido[5,4-d]...","359612","489892","118515483"
620674,"[6-Methoxy-3,4-bis-(4-methylphenyl)sulfonyloxyoxan-2-yl]methyl 4-methylbenzenesulfonate","359615","359615",NA
620676,"[6-Methoxy-2-methyl-4,5-bis-(4-methylphenyl)sulfonyloxyoxan-3-yl] 2,2-dimethylpropanoate","359617","359617",NA
620678,"[3-Hydroxy-6-methoxy-4,5-bis-(4-methylphenyl)sulfonyloxyoxan-2-yl]methyl 4-methylbenzenesulfonate","359619","359619",NA
620687,"(4,4,11,11-Tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-8-yl)methyl 2,2-diphenylacetate","359628","359628",NA
620753,"bch-189","3877","489929",NA
621095,"4-[[1-[3-(4-fluoroanilino)-3-oxopropanoyl]-5-oxo-3-phenyl-4H-pyrazol-4-yl]diazenyl]benzoic acid","359681","359681",NA
621097,"Citreopyrone B","5387141","5387141",NA
621179,"spiro[3h-indole-3,2'-oxirane]-2-one, 3'- (4-chlorophenyl...","359733","359733",NA
621184,"3'-benzoylspiro[1H-indole-3,2'-oxirane]-2-one","359738","359738",NA
621196,"4,6,7-Trichloro-1,2,3-benzodithiazol-1-ium;chloride","359752","359752",NA
621197,"Ethyl 3-(3-chloroanilino)-3-oxopropanimidate;hydrochloride","359754","359754",NA
621198,"6-Bromo-1,2,3-benzodithiazol-1-ium;chloride","359756","359756",NA
621199,"2-(2-Chloro-5-nitrophenyl)-4-naphthalen-1-yl-2,3-dihydro-1,5-benzothiazepine","359758","359758",NA
621321,"",NA,"490058",NA
621322,"",NA,"490059",NA
621324,"",NA,"490061",NA
621325,"",NA,"580910",NA
621326,"",NA,"580911",NA
621331,"",NA,"490064",NA
621332,"",NA,"580914",NA
621334,"",NA,"490066",NA
621335,"",NA,"490067",NA
621336,"",NA,"490068",NA
621337,"",NA,"490069",NA
621339,"",NA,"490070",NA
621343,"5,6-Dichloro-1,2,3-benzodithiazol-1-ium;chloride","359774","359774",NA
621351,"2-(2-Fluorophenyl)-4-(2-naphthyl)-2,3-dihydro-1,5-benzothiazepine","359787","359787",NA
621352,"2-(2-Chloro-5-nitrophenyl)-4-naphthalen-1-yl-2,3-dihydro-1lambda4,5-benzothiazepine 1-oxide","359788","359788",NA
621353,"Ethyl 3-(2,3-dimethylanilino)-3-oxopropanimidate;hydrochloride","359789","359789",NA
621360,"4-(2-Chlorophenyl)-2-(4-nitrophenyl)-2,3-dihydro-1,5-benzothiazepine","359799","359799",NA
621364,"STK054077","5387156","5387156",NA
621365,"4-Methyl-4'-nitrochalcone","5387157","5387157",NA
621376,"6-Chloro-1,2,3-benzodithiazol-1-ium;chloride","359816","359816",NA
621393,"","359826","490119",NA
621456,"2-(2-Amino-4-phenyl-4,5-dihydropyrimidin-6-yl)-6-bromo-4-chlorophenol","359846","359846",NA
621457,"pyrimidine-2-amine, 5-chloro-6-(2-hydroxy-5-chlorophenyl...","359847","359847",NA
621476,"(E)-1-(3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-yl)-3-(4-nitrophenyl)prop-2-en-1-one","5387180","5387180",NA
621486,"quinoxaline, 3-[3-(2-nitrophenyl)-1-oxo-2-propen-1-yl]-2...","5351352","5351352",NA
621495,"3-(4-Methylphenyl)-1,4-dioxidoquinoxaline-1,4-diium-2-amine","135406287","135406287",NA
621496,"3-amino-1,4-dioxido-N-phenyl-quinoxaline-1,4-diium-2-carboxamide","135483915","135483915",NA
621631,"8-Methoxy-3-prop-2-enylchromen-2-one","359919","359919",NA
621686,"9-diethylaminoethoxy-20(rs)-camptothecin hydrochloride","76412286","440801132",NA
621719,"3-(4-Chlorophenyl)-1,4-dioxidoquinoxaline-1,4-diium-2-amine","135416920","135416920",NA
621724,"3-[4-(3-Amino-1,4-dioxidoquinoxaline-1,4-diium-2-yl)phenyl]-1,4-dioxidoquinoxaline-1,4-diium-2-amine","135484683","135484683",NA
621727,"3-[2-(3-Amino-1,4-dioxidoquinoxaline-1,4-diium-2-yl)phenyl]-1,4-dioxidoquinoxaline-1,4-diium-2-amine","135496475","135496475",NA
621755,"2-(2,4-dibromophenoxy)-N-ethylacetamide","360019","360019",NA
621812,"ptmc",NA,"490347",NA
621845,"Diclofenac Amide","27211","27211",NA
621847,"N-[2-[[2-(2,2-dimethylpropanoylamino)-6-methoxyphenyl]disulfanyl]-3-methoxyphenyl]-2,2-dimethylpropanamide","360049","360049",NA
621854,"2-(2,5-diphenyl-1H-pyrrol-3-yl)-2,5-diphenyl-1H-pyrrol-3-one","360056","360056",NA
621855,"2-phenyl-2-(2-phenyl-1H-indol-3-yl)-1H-indol-3-one","360057","360057",NA
621864,"9-Acetyl-9a-methoxy-1,2-dihydrocarbazol-3-one","360066","360066",NA
621866,"4-Oxo-6,7-dimethyl-2-(4-methoxyphenyl)-4H-1-benzopyran-8-carboxylic acid","360068","360068",NA
621867,"2,3-dimethyl-9-oxo-10H-acridine-4-carboxylic acid","360069","360069",NA
621868,"3,5,6-trimethyl-2H-indazole-7-carboxylic acid","360070","360070",NA
621871,"Methyl 9-cyano-5-hydroxy-2-oxo-7,8-diphenyl-1,3-dihydro-1-benzazepine-4-carboxylate","54676222","54676222",NA
621887,"(3E,5E)-1-methyl-3,5-bis[(4-methylsulfanylphenyl)methylidene]piperidin-4-one;hydrochloride","54602249","54602249",NA
621888,"cyclopentanone, 2-[(dimethylamino)methyl]-, hydrochlorid...","360084","490387","42746872"
621889,"cyclopentanemethanaminium, n,n,n-trimethyl-2-oxo-, iodide","360085","360085",NA
621967,"5-[5-(4-methoxyphenyl)-4,5-dihydro-1H-pyrazol-3-yl]-4-methyl-N-(4-methylphenyl)-1,3-thiazol-2-amine","360113","360113",NA
621968,"Methyl 10-acetyl-3-(4-methylphenyl)sulfonyl-9-(2-methylprop-1-enyl)-3,10-diazatricyclo[6.4.1.04,13]trideca-1,4,6,8(13),11-pentaene-11-carboxylate","360114","360114",NA
622004,"cyclopentane-1,2,3-trione 2-p-methoxyphenylhydrazone","135503400","135503400",NA
622070,"propan-2-yl (3Z)-4-benzyl-2,5-dioxo-6-[(2,4,5-trimethoxy-3-methylphenyl)methyl]-3-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]piperazine-1-carboxylate","5387228","5387228",NA
622071,"propan-2-yl (3Z)-4-[(4-methoxyphenyl)methyl]-2,5-dioxo-6-[(2,4,5-trimethoxy-3-methylphenyl)methyl]-3-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]piperazine-1-carboxylate","5387229","5387229",NA
622072,"benzyl (3Z)-4-benzyl-2,5-dioxo-6-[(2,4,5-trimethoxy-3-methylphenyl)methyl]-3-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]piperazine-1-carboxylate","5387230","5387230",NA
622073,"2-methylpropyl (3Z)-4-benzyl-2,5-dioxo-6-[(2,4,5-trimethoxy-3-methylphenyl)methyl]-3-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]piperazine-1-carboxylate","5387231","5387231",NA
622074,"propan-2-yl (1R,9S,12E)-11-benzyl-3,4,6-trimethoxy-5-methyl-10-oxo-12-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]-11,13-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate","6330788","6330788",NA
622075,"propan-2-yl (1R,9S,12E)-3,4,6-trimethoxy-11-[(4-methoxyphenyl)methyl]-5-methyl-10-oxo-12-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]-11,13-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate","6330789","6330789",NA
622076,"2-methylpropyl (1R,9S,12E)-11-benzyl-3,4,6-trimethoxy-5-methyl-10-oxo-12-[(2,4,5-trimethoxy-3-methylphenyl)methylidene]-11,13-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate","6330790","6330790",NA
622081,"","6330791","490458",NA
622084,"AG-205/06490006","9569840","9569840",NA
622093,"methyl (2S,3R)-3-(acetyloxymethyl)-5-(1,3-benzodioxol-5-yl)-2-(3,4,5-trimethoxyphenyl)-2,3-dihydrofuran-4-carboxylate","360160","360160",NA
622096,"","54676224","490473",NA
622106,"",NA,"490483",NA
622114,"",NA,"490491",NA
622115,"",NA,"490492",NA
622124,"molybdate(6-), hexatriaconta-.mu.-oxooctadecaoxobis[.mu....",NA,"490499",NA
622154,"4-oxo-1,2,4-trithiolane","360183","360183",NA
622155,"8,15-Diisocyano-11(20)-amphilectene","360184","360184",NA
622170,"sceptrin","360197","490531",NA
622190,"benzo[f]quinazoline-7,10-dione, 1-amino-7,10-dihydro-8-m...","3711067","3711067","108599322"
622243,"6-(Bromomethyl)-2,3-dimethyl-7H-imidazo[4,5-g]quinazoline-4,8,9-trione","135503402","135503402",NA
622281,"4H-1-Benzothiopyran-4-one, 2-(methylsulfinyl)-","360259","360259","112519514"
622282,"4H-1-Benzothiopyran-4-one, 2-(methylsulfonyl)-","360260","360260","112519525"
622293,"LS-20267","60242","60242",NA
622294,"9,10-Bis[(1-ethyl-3-piperidinylamino)methyl]anthracene","360269","360269",NA
622297,"","360272","490611",NA
622299,"Ethyl 2-(naphthalen-2-ylmethyl)-7-oxoazepane-2-carboxylate","360274","360274",NA
622300,"Ethyl 2-(naphthalen-2-ylmethyl)azepane-2-carboxylate","360275","360275",NA
622316,"(E)-3-(2-Fluorophenyl)-1-(4-nitrophenyl)prop-2-en-1-one","5387272","5387272",NA
622327,"3-Cyano-N-(2,6-dichlorophenyl)-2-oxo-3-phenylpropanamide","360292","360292",NA
622341,"3,4-Dichloro-1-(3-methylphenyl)-1H-pyrrole-2,5-dione","360306","360306",NA
622343,"PQ637VI0V3","360308","360308",NA
622344,"2,3-Dichloro-4-(3-chloro-2-methylanilino)-4-oxo-2-butenoic acid","3003998","3003998",NA
622369,"Dubamine","360322","360322",NA
622373,"ZB0703","360325","360325",NA
622378,"2-butenoic acid, 2,3-dichloro-4-[(4-methylphenyl)amino]-...","5387288","490679",NA
622379,"","54607984","490680",NA
622380,"","15592486","490681",NA
622381,"","54608833","490682",NA
622384,"Fluoroimide","93228","93228",NA
622391,"","5464901","490692",NA
622398,"Fascaplysine","73292","73292",NA
622400,"14-Methyl-13,15-dioxahexacyclo[12.12.0.03,12.04,9.016,25.019,24]hexacosa-3(12),4,6,8,10,16(25),17,19,21,23-decaene","360350","360350",NA
622426,"4,5-dihydro-1H-[1]benzoxepino[5,4-c]pyrazole","360365","360365",NA
622427,"8-methoxy-4,5-dihydro-1H-[1]benzoxepino[5,4-c]pyrazole","360366","360366",NA
622429,"12-Methoxy-3,4-diazatricyclo[8.4.0.02,6]tetradeca-1(10),2(6),4,11,13-pentaene","360368","360368",NA
622453,"1-Methyl-4-(13-sulfanylidene-12,14-dioxa-13lambda5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaen-13-yl)piperazine","360388","360388",NA
622456,"2-(4-methylphenyl)-3-pyrrolidin-1-yl-3-sulfanylidene-1H-benzo[f][1,3,2]benzoxazaphosphinine","360391","360391",NA
622458,"3-(4-chloro-3-methylphenoxy)-2-(4-methylphenyl)-1H-benzo[f][1,3,2]benzoxazaphosphinine 3-oxide","360393","360393",NA
622459,"8-(2,2'-Spirobi[benzo[f][1,3,2]benzodioxaphosphole]-2-yloxy)quinoline","360394","360394",NA
622460,"8-[(5,5'-Ditert-butyl-2,2'-spirobi[1,3,2lambda5-benzodioxaphosphole]-2-yl)oxy]quinoline","360395","360395",NA
622462,"2-(2,4-Dichlorophenoxy)benzo[f][1,3,2]benzodioxaphosphole 2-oxide","360397","360397",NA
622463,"11-Methyl-2-nitronaphtho[2,3-e][1]benzofuran","360398","360398",NA
622480,"","135510059","490760",NA
622482,"11-Nitronoracronycin","5387300","5387300",NA
622488,"3-butoxycarbonyl-3-demethylthiocolchicine","360414","360414",NA
622492,"methyl 2-[(1S,5S,7S,8R,16S)-5,11-diacetyloxy-13-(furan-3-yl)-16-hydroxy-6,6,8,12-tetramethyl-17-methylidene-15-oxo-2,14-dioxatetracyclo[7.7.1.01,12.03,8]heptadecan-7-yl]-2-hydroxyacetate","360417","360417",NA
622493,".beta.-cyclodextrin",NA,"490771",NA
622494,".beta.-cyclodextrin",NA,"490772",NA
622503,"5,7-dimethyl-3H-indolizin-4-ium;perchlorate","13860657","13860657",NA
622505,"5-ethyl-7-methyl-3H-indolizin-4-ium;perchlorate","14114373","14114373",NA
622570,"N-(4-Chlorophenyl)-4,6-dioxo-8-phenyl-7-octenamide","5387303","5387303",NA
622575,"benzyl N,N-dimethyl-N'-(phenylcarbamothioyl)carbamimidothioate","6375381","6375381",NA
622577,"(3Z)-1,1-dimethyl-3-(4-phenyl-5-phenylimino-1,2,4-dithiazolidin-3-ylidene)thiourea","9569854","9569854",NA
622578,"(3Z)-3-[(5Z)-5-(benzenesulfonylimino)-4-phenyl-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569855","9569855",NA
622579,"carbamimidothioic acid, n,n-dimethyl-n'-[(phenylimino) (...","9569856","9569856",NA
622580,"dimethyl-[5-(N-(C-methylsulfanyl-N-phenylcarbonimidoyl)anilino)-1,2,4-dithiazol-3-ylidene]azanium;perchlorate","24202068","24202068",NA
622582,"(3Z)-3-[(5Z)-4-[4-(dimethylamino)phenyl]-5-(dimethylcarbamothioylimino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569857","9569857",NA
622586,"(3Z)-3-[(5Z)-5-(dimethylcarbamothioylimino)-4-(4-methoxyphenyl)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569860","9569860",NA
622588,"[5-(N-[(Z)-N-(dimethylcarbamothioyl)-C-methylsulfanylcarbonimidoyl]anilino)-1,2,4-dithiazol-3-ylidene]-dimethylazanium;iodide","9569862","9569862",NA
622589,"(3Z)-3-[(5Z)-4-(1,3-benzodioxol-5-yl)-5-(dimethylcarbamothioylimino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569863","9569863",NA
622592,"(3Z)-3-[(5Z)-4-cyclohexyl-5-(dimethylcarbamothioylimino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569864","9569864",NA
622595,"(3Z)-3-[(5Z)-4-(4-chlorophenyl)-5-(dimethylcarbamothioylimino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569867","9569867",NA
622596,"1,1-Dimethyl-5-(2-naphthalenyl)dithiobiuret","3004012","3004012",NA
622597,"[5-(N-(2-ethoxy-2-oxoethyl)anilino)-1,2,4-dithiazol-3-ylidene]-dimethylazanium;bromide","360463","360463",NA
622598,"ethyl (NZ)-N-[(5Z)-5-(dimethylcarbamothioylimino)-4-phenyl-1,2,4-dithiazolidin-3-ylidene]carbamate","9569868","9569868",NA
622599,"","360466","490816",NA
622600,"(3Z)-3-[(5Z)-5-(dimethylcarbamothioylimino)-4-phenyl-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylurea","9569869","9569869",NA
622604,"Dimethyl 2-((1-piperidinylcarbothioyl)imino)-1,3-dithiole-4,5-dicarboxylate","360472","360472",NA
622606,"(3Z)-3-[(5Z)-5-(Benzenesulfonylimino)-4-(dimethylamino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","9569870","9569870",NA
622607,"","24202072","580971",NA
622608,"1,2,4-dithiazol-3-amine, 5-[(2-furanyl)methylimino]- n,n...","360474","360474",NA
622611,"N'-[(E)-[(2S)-2-phenyl-2,3-dihydro-1H-quinolin-4-ylidene]amino]-N-(1-phenylethyl)oxamide","135510060","135510060",NA
622613,"3h-naphtho[1,8-bc]furan-2-carboxylic acid, 4,5-dihydro-6...","360479","360479",NA
622616,"NCIMech_000091","5351353","5351353",NA
622624,"1-(1-adamantyl)-3-[(E)-benzylideneamino]thiourea","9569873","9569873",NA
622626,"GS-2004","360492","360492",NA
622627,"2-(Chloromethyl)-1,3-dinitro-5-(trifluoromethyl)benzene","360493","360493",NA
622630,"Isopropyl 2,6-bis(hydroxy(oxido)amino)-4-(trifluoromethyl)phenylcarbamate","360496","360496",NA
622645,"","24202075","580975",NA
622646,"","135439980","580976",NA
622647,"Dimethyl-(5-morpholin-4-yl-1,2,4-dithiazol-3-ylidene)azanium;bromide","360510","360510",NA
622648,"","24202077","580977",NA
622652,"5-(1-Piperidinyl)-3H-1,2,4-dithiazole-3-thione","360516","360516",NA
622657,"QDQACASBAIWXJJ-UHFFFAOYSA-N","3004018","3004018",NA
622666,"4-Methyl-3-nitro-5-(4-nitrophenyl)-4,5-dihydro-6H-pyrazolo[4,3-c][1,2]selenazol-6-one","360531","360531",NA
622672,"","360539","490880",NA
622673,"N,N-Dimethyl-N'-(5-(methylimino)-4-phenyl-1,2,4-dithiazolidin-3-ylidene)thiourea","9569880","9569880",NA
622674,"(3Z)-3-[(5Z)-4-Butyl-5-(dimethylcarbamothioylimino)-1,2,4-dithiazolidin-3-ylidene]-1,1-dimethylthiourea","5934800","5934800",NA
622676,"N-(piperidine-1-carboximidoyl)piperidine-1-carbothioamide","9569882","9569882",NA
622677,"","21144948","580978",NA
622680,"N,N-Dimethyl-N'-(4-phenyl-5-thioxo-1,2,4-dithiazolidin-3-ylidene)thiourea","9569883","9569883",NA
622687,"N'-(4-Cyclohexyl-5-thioxo-1,2,4-dithiazolidin-3-ylidene)-N,N-dimethylthiourea","5907910","5907910",NA
622688,"3h-1,2,4-dithiazole-5-amine, 3-[2-(diethoxy)ethyl]imino-...","360558","490894",NA
